"Name","Start","End","Duration","Process"
"Sistema operativo Microsoft® Windows®","2023-05-08T15:01:41.0000000","2023-05-08T15:01:58.0000000","0:00:17","Sistema operativo Microsoft® Windows®"
"excesoMortalidad - main - RStudio","2023-05-08T15:01:58.0000000","2023-05-08T15:06:13.0000000","0:04:15","RStudio"
"excesoMortalidad - main - RStudio","2023-05-08T15:14:29.0000000","2023-05-08T15:16:13.0000000","0:01:44","RStudio"
"Bandeja de entrada - penninivel@paho.org - Outlook","2023-05-08T15:16:13.0000000","2023-05-08T15:25:45.0000000","0:09:32","Microsoft Outlook"
"Elementos enviados - penninivel@paho.org - Outlook","2023-05-08T15:25:45.0000000","2023-05-08T15:25:56.0000000","0:00:11","Microsoft Outlook"
"TDRs nueva contratacion Ing en sistemas para nuevas implementaciones 2023 V2 8.5 (002)  -  Vista protegida - Word","2023-05-08T15:25:56.0000000","2023-05-08T15:26:40.0000000","0:00:44","Microsoft Word"
"Elementos enviados - penninivel@paho.org - Outlook","2023-05-08T15:26:40.0000000","2023-05-08T15:27:29.0000000","0:00:49","Microsoft Outlook"
"(6) WhatsApp - Google Chrome","2023-05-08T15:27:29.0000000","2023-05-08T15:27:36.0000000","0:00:07","Google Chrome"
"(5) WhatsApp - Google Chrome","2023-05-08T15:27:36.0000000","2023-05-08T15:28:06.0000000","0:00:30","Google Chrome"
"Centro de notificaciones","2023-05-08T15:28:06.0000000","2023-05-08T15:28:16.0000000","0:00:10","Windows Shell Experience Host"
"(5) WhatsApp - Google Chrome","2023-05-08T15:28:16.0000000","2023-05-08T15:28:50.0000000","0:00:34","Google Chrome"
"(4) WhatsApp - Google Chrome","2023-05-08T15:28:50.0000000","2023-05-08T15:29:31.0000000","0:00:41","Google Chrome"
"African Union Health Information Exchange Guidelines and Standards – Africa CDC - Google Chrome","2023-05-08T15:29:31.0000000","2023-05-08T15:29:38.0000000","0:00:07","Google Chrome"
"r - How to specify names of columns for x and y when joining in dplyr? - Stack Overflow - Google Chrome","2023-05-08T15:29:38.0000000","2023-05-08T15:29:44.0000000","0:00:06","Google Chrome"
"uruguay/app.R at main · agsantoro/uruguay - Google Chrome","2023-05-08T15:29:44.0000000","2023-05-08T15:30:02.0000000","0:00:18","Google Chrome"
"(4) WhatsApp - Google Chrome","2023-05-08T15:30:02.0000000","2023-05-08T15:31:37.0000000","0:01:35","Google Chrome"
"(3) WhatsApp - Google Chrome","2023-05-08T15:31:37.0000000","2023-05-08T15:32:31.0000000","0:00:54","Google Chrome"
"(4) WhatsApp - Google Chrome","2023-05-08T15:32:31.0000000","2023-05-08T15:32:47.0000000","0:00:16","Google Chrome"
"Propuestas de Turismo – CICOP - Google Chrome","2023-05-08T15:32:47.0000000","2023-05-08T15:32:55.0000000","0:00:08","Google Chrome"
"(3) WhatsApp - Google Chrome","2023-05-08T15:32:55.0000000","2023-05-08T15:33:16.0000000","0:00:21","Google Chrome"
"Propuestas de Turismo – CICOP - Google Chrome","2023-05-08T15:33:16.0000000","2023-05-08T15:36:12.0000000","0:02:56","Google Chrome"
"(4) WhatsApp - Google Chrome","2023-05-08T15:36:12.0000000","2023-05-08T15:36:23.0000000","0:00:11","Google Chrome"
"AYUDAS ECONÓMICAS AFILIADAS/DOS ACTIVAS/OS – CICOP - Google Chrome","2023-05-08T15:36:23.0000000","2023-05-08T15:36:56.0000000","0:00:33","Google Chrome"
"(4) WhatsApp - Google Chrome","2023-05-08T15:36:56.0000000","2023-05-08T15:37:10.0000000","0:00:14","Google Chrome"
"AYUDAS ECONÓMICAS AFILIADAS/DOS ACTIVAS/OS – CICOP - Google Chrome","2023-05-08T15:37:10.0000000","2023-05-08T15:37:19.0000000","0:00:09","Google Chrome"
"Prestaciones Mutuales – CICOP - Google Chrome","2023-05-08T15:37:19.0000000","2023-05-08T15:37:56.0000000","0:00:37","Google Chrome"
"Propuestas de Turismo – CICOP - Google Chrome","2023-05-08T15:37:56.0000000","2023-05-08T15:38:34.0000000","0:00:38","Google Chrome"
"(4) WhatsApp - Google Chrome","2023-05-08T15:38:34.0000000","2023-05-08T15:39:25.0000000","0:00:51","Google Chrome"
"(3) WhatsApp - Google Chrome","2023-05-08T15:39:25.0000000","2023-05-08T15:40:06.0000000","0:00:41","Google Chrome"
"Propuestas de Turismo – CICOP - Google Chrome","2023-05-08T15:40:06.0000000","2023-05-08T15:40:29.0000000","0:00:23","Google Chrome"
"Elementos enviados - penninivel@paho.org - Outlook","2023-05-08T15:40:29.0000000","2023-05-08T15:40:34.0000000","0:00:05","Microsoft Outlook"
"(3) WhatsApp - Google Chrome","2023-05-08T15:40:34.0000000","2023-05-08T15:42:02.0000000","0:01:28","Google Chrome"
"Propuestas de Turismo – CICOP - Google Chrome","2023-05-08T15:42:02.0000000","2023-05-08T15:42:28.0000000","0:00:26","Google Chrome"
"Más beneficios – CICOP - Google Chrome","2023-05-08T15:42:28.0000000","2023-05-08T15:42:51.0000000","0:00:23","Google Chrome"
"Vamos al Cine – CICOP - Google Chrome","2023-05-08T15:42:51.0000000","2023-05-08T15:43:08.0000000","0:00:17","Google Chrome"
"Más beneficios – CICOP - Google Chrome","2023-05-08T15:43:08.0000000","2023-05-08T15:43:20.0000000","0:00:12","Google Chrome"
"Teatros – CICOP - Google Chrome","2023-05-08T15:43:20.0000000","2023-05-08T15:44:08.0000000","0:00:48","Google Chrome"
"(3) WhatsApp - Google Chrome","2023-05-08T15:44:08.0000000","2023-05-08T15:44:43.0000000","0:00:35","Google Chrome"
"Teatros – CICOP - Google Chrome","2023-05-08T15:44:43.0000000","2023-05-08T15:45:00.0000000","0:00:17","Google Chrome"
"Contacto – CICOP - Google Chrome","2023-05-08T15:45:00.0000000","2023-05-08T15:45:09.0000000","0:00:09","Google Chrome"
"African Union Health Information Exchange Guidelines and Standards – Africa CDC - Google Chrome","2023-05-08T15:45:09.0000000","2023-05-08T15:45:14.0000000","0:00:05","Google Chrome"
"(1) CICOP (@CICOP_ok) / Twitter - Google Chrome","2023-05-08T15:45:14.0000000","2023-05-08T15:45:36.0000000","0:00:22","Google Chrome"
"Recortes de pantalla","2023-05-08T15:45:36.0000000","2023-05-08T15:45:43.0000000","0:00:07","Microsoft® Windows® Operating System"
"(1) CICOP (@CICOP_ok) / Twitter - Google Chrome","2023-05-08T15:45:43.0000000","2023-05-08T15:45:48.0000000","0:00:05","Google Chrome"
"(3) WhatsApp - Google Chrome","2023-05-08T15:45:48.0000000","2023-05-08T15:49:30.0000000","0:03:42","Google Chrome"
"Elementos enviados - penninivel@paho.org - Outlook","2023-05-08T15:49:30.0000000","2023-05-08T15:49:37.0000000","0:00:07","Microsoft Outlook"
"excesoMortalidad - main - RStudio","2023-05-08T15:49:37.0000000","2023-05-08T16:02:30.0000000","0:12:53","RStudio"
"excesoMortalidad - main - RStudio","2023-05-08T16:22:32.0000000","2023-05-08T16:23:52.0000000","0:01:20","RStudio"
"excesoMortalidad - main - RStudio","2023-05-08T16:29:07.0000000","2023-05-08T16:38:44.0000000","0:09:37","RStudio"
"(3) WhatsApp - Google Chrome","2023-05-08T16:38:44.0000000","2023-05-08T16:38:49.0000000","0:00:05","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-08T16:38:49.0000000","2023-05-08T16:39:01.0000000","0:00:12","Google Chrome"
"REGRESION DE POISSON POR GRUPOS DE CAUSAS R - Buscar con Google - Google Chrome","2023-05-08T16:39:01.0000000","2023-05-08T16:39:22.0000000","0:00:21","Google Chrome"
"REGRESION DE POISSON MIXTOS POR CAUSAS R - Buscar con Google - Google Chrome","2023-05-08T16:39:22.0000000","2023-05-08T16:39:28.0000000","0:00:06","Google Chrome"
"RPubs - Regresion Poisson y Binomial Negativa en R Ejemplo Numero de muertes por cancer de pulmón - Google Chrome","2023-05-08T16:39:28.0000000","2023-05-08T16:39:33.0000000","0:00:05","Google Chrome"
"Cisco Jabber Application","2023-05-08T16:39:33.0000000","2023-05-08T16:39:41.0000000","0:00:08","Cisco Jabber Application"
"RPubs - Regresion Poisson y Binomial Negativa en R Ejemplo Numero de muertes por cancer de pulmón - Google Chrome","2023-05-08T16:39:41.0000000","2023-05-08T16:44:28.0000000","0:04:47","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T16:44:28.0000000","2023-05-08T16:45:22.0000000","0:00:54","RStudio"
"RPubs - Regresion Poisson y Binomial Negativa en R Ejemplo Numero de muertes por cancer de pulmón - Google Chrome","2023-05-08T16:45:22.0000000","2023-05-08T16:47:46.0000000","0:02:24","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T16:47:46.0000000","2023-05-08T16:48:57.0000000","0:01:11","RStudio"
"Nueva pestaña - Google Chrome","2023-05-08T16:48:57.0000000","2023-05-08T16:49:05.0000000","0:00:08","Google Chrome"
"GLMER.NB MIXTED MODELS - Buscar con Google - Google Chrome","2023-05-08T16:49:05.0000000","2023-05-08T16:49:15.0000000","0:00:10","Google Chrome"
"GLMER.NB MIXTED MODELS in r - Buscar con Google - Google Chrome","2023-05-08T16:49:15.0000000","2023-05-08T16:49:22.0000000","0:00:07","Google Chrome"
"R: Fitting Negative Binomial GLMMs - Google Chrome","2023-05-08T16:49:22.0000000","2023-05-08T16:49:28.0000000","0:00:06","Google Chrome"
"RPubs - Regresion Poisson y Binomial Negativa en R Ejemplo Numero de muertes por cancer de pulmón - Google Chrome","2023-05-08T16:49:28.0000000","2023-05-08T16:50:00.0000000","0:00:32","Google Chrome"
"REGRESION DE POISSON MIXTOS POR CAUSAS R - Buscar con Google - Google Chrome","2023-05-08T16:50:00.0000000","2023-05-08T16:50:15.0000000","0:00:15","Google Chrome"
"R: Fitting Negative Binomial GLMMs - Google Chrome","2023-05-08T16:50:15.0000000","2023-05-08T16:50:29.0000000","0:00:14","Google Chrome"
"GLMER.NB MIXTED MODELS in r - Buscar con Google - Google Chrome","2023-05-08T16:50:29.0000000","2023-05-08T16:50:40.0000000","0:00:11","Google Chrome"
"R: Fitting Negative Binomial GLMMs - Google Chrome","2023-05-08T16:50:40.0000000","2023-05-08T16:50:48.0000000","0:00:08","Google Chrome"
"Chapter 16 Negative binomial GLMM | Workshop 7: Linear and generalized linear mixed models (LMM and GLMM) - Google Chrome","2023-05-08T16:50:48.0000000","2023-05-08T16:51:40.0000000","0:00:52","Google Chrome"
"Chapter 17 Poisson-lognormal GLMM | Workshop 7: Linear and generalized linear mixed models (LMM and GLMM) - Google Chrome","2023-05-08T16:51:40.0000000","2023-05-08T16:51:45.0000000","0:00:05","Google Chrome"
"Chapter 16 Negative binomial GLMM | Workshop 7: Linear and generalized linear mixed models (LMM and GLMM) - Google Chrome","2023-05-08T16:51:45.0000000","2023-05-08T16:51:52.0000000","0:00:07","Google Chrome"
"Chapter 13 Introduction to GLMM | Workshop 7: Linear and generalized linear mixed models (LMM and GLMM) - Google Chrome","2023-05-08T16:51:52.0000000","2023-05-08T16:52:00.0000000","0:00:08","Google Chrome"
"Chapter 14 Choose an error distribution | Workshop 7: Linear and generalized linear mixed models (LMM and GLMM) - Google Chrome","2023-05-08T16:52:00.0000000","2023-05-08T16:52:44.0000000","0:00:44","Google Chrome"
"Chapter 15 Poisson GLMM | Workshop 7: Linear and generalized linear mixed models (LMM and GLMM) - Google Chrome","2023-05-08T16:52:44.0000000","2023-05-08T16:53:38.0000000","0:00:54","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T16:53:38.0000000","2023-05-08T16:55:28.0000000","0:01:50","RStudio"
"GLMER.NB MIXTED MODELS in r - Buscar con Google - Google Chrome","2023-05-08T16:55:28.0000000","2023-05-08T16:55:51.0000000","0:00:23","Google Chrome"
"Fit a mixed effects model using negative binomial and also compute robust standard errors - General - Posit Community - Google Chrome","2023-05-08T16:55:51.0000000","2023-05-08T16:56:14.0000000","0:00:23","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T16:56:14.0000000","2023-05-08T17:00:04.0000000","0:03:50","RStudio"
"Fit a mixed effects model using negative binomial and also compute robust standard errors - General - Posit Community - Google Chrome","2023-05-08T17:00:04.0000000","2023-05-08T17:00:11.0000000","0:00:07","Google Chrome"
"Fit a mixed effects model using negative binomial and also compute robust standard errors - General - Posit Community - Google Chrome","2023-05-08T17:00:11.0000000","2023-05-08T17:00:50.0000000","0:00:39","Google Chrome"
"LIGHT GBM IN R FOR TIME SERIES - Buscar con Google - Google Chrome","2023-05-08T17:00:50.0000000","2023-05-08T17:01:25.0000000","0:00:35","Google Chrome"
"xgboost for time series in r - Buscar con Google - Google Chrome","2023-05-08T17:01:25.0000000","2023-05-08T17:01:45.0000000","0:00:20","Google Chrome"
"Cisco Jabber Application","2023-05-08T17:01:45.0000000","2023-05-08T17:01:50.0000000","0:00:05","Cisco Jabber Application"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T17:01:50.0000000","2023-05-08T17:02:24.0000000","0:00:34","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T17:02:24.0000000","2023-05-08T17:02:55.0000000","0:00:31","RStudio"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T17:02:55.0000000","2023-05-08T17:13:53.0000000","0:10:58","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T17:13:53.0000000","2023-05-08T17:14:25.0000000","0:00:32","RStudio"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T17:14:25.0000000","2023-05-08T17:19:42.0000000","0:05:17","Google Chrome"
"(4) WhatsApp - Google Chrome","2023-05-08T17:19:42.0000000","2023-05-08T17:24:49.0000000","0:05:07","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T21:46:25.0000000","2023-05-08T21:46:39.0000000","0:00:14","RStudio"
"¿Quieres volver a cargar el sitio web?","2023-05-08T22:37:49.0000000","2023-05-08T22:38:00.0000000","0:00:11","Google Chrome"
"Herramienta Recortes","2023-05-08T22:38:00.0000000","2023-05-08T22:38:06.0000000","0:00:06","Snipping Tool"
"Conmutación de tareas","2023-05-08T22:38:06.0000000","2023-05-08T22:38:18.0000000","0:00:12","Sistema operativo Microsoft® Windows®"
"¿Quieres volver a cargar el sitio web?","2023-05-08T22:38:18.0000000","2023-05-08T22:38:23.0000000","0:00:05","Google Chrome"
"https://twitter.com/CICOP_ok - Google Chrome","2023-05-08T22:38:23.0000000","2023-05-08T22:38:28.0000000","0:00:05","Google Chrome"
"RPubs - Regresion Poisson y Binomial Negativa en R Ejemplo Numero de muertes por cancer de pulmón - Google Chrome","2023-05-08T22:38:28.0000000","2023-05-08T22:38:44.0000000","0:00:16","Google Chrome"
"RPubs - ModelaR - Google Chrome","2023-05-08T22:38:44.0000000","2023-05-08T22:38:59.0000000","0:00:15","Google Chrome"
"r - Confidence interval for GAM model - Cross Validated - Google Chrome","2023-05-08T22:38:59.0000000","2023-05-08T22:39:05.0000000","0:00:06","Google Chrome"
"Doing magic and analyzing seasonal time series with GAM (Generalized Additive Model) in R – Peter Laurinec – Time series data mining in R. Bratislava, Slovakia. - Google Chrome","2023-05-08T22:39:05.0000000","2023-05-08T22:39:11.0000000","0:00:06","Google Chrome"
"GAMs for Time Series - Some Clever Stats Name - Google Chrome","2023-05-08T22:39:11.0000000","2023-05-08T22:39:27.0000000","0:00:16","Google Chrome"
"xgboost for time series in r - Buscar con Google - Google Chrome","2023-05-08T22:39:27.0000000","2023-05-08T22:39:33.0000000","0:00:06","Google Chrome"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T22:39:33.0000000","2023-05-08T22:40:42.0000000","0:01:09","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T22:40:42.0000000","2023-05-08T22:47:48.0000000","0:07:06","RStudio"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T22:47:48.0000000","2023-05-08T22:47:56.0000000","0:00:08","Google Chrome"
"Chapter 15 Poisson GLMM | Workshop 7: Linear and generalized linear mixed models (LMM and GLMM) - Google Chrome","2023-05-08T22:47:56.0000000","2023-05-08T22:48:02.0000000","0:00:06","Google Chrome"
"Chapter 15 Poisson GLMM | Workshop 7: Linear and generalized linear mixed models (LMM and GLMM) - Google Chrome","2023-05-08T22:48:02.0000000","2023-05-08T22:48:07.0000000","0:00:05","Google Chrome"
"xgboost with categorical features - Buscar con Google - Google Chrome","2023-05-08T22:48:07.0000000","2023-05-08T22:48:17.0000000","0:00:10","Google Chrome"
"Categorical Data — xgboost 1.7.5 documentation - Google Chrome","2023-05-08T22:48:17.0000000","2023-05-08T22:48:46.0000000","0:00:29","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T22:48:46.0000000","2023-05-08T22:49:56.0000000","0:01:10","RStudio"
"Categorical Data — xgboost 1.7.5 documentation - Google Chrome","2023-05-08T22:49:56.0000000","2023-05-08T22:50:23.0000000","0:00:27","Google Chrome"
"xgboost for time series in r - Buscar con Google - Google Chrome","2023-05-08T22:50:23.0000000","2023-05-08T22:50:28.0000000","0:00:05","Google Chrome"
"xgboost with categorical features - Buscar con Google - Google Chrome","2023-05-08T22:50:28.0000000","2023-05-08T22:50:45.0000000","0:00:17","Google Chrome"
"Categorical Features in XGBoost Without Manual Encoding | NVIDIA Technical Blog - Google Chrome","2023-05-08T22:50:45.0000000","2023-05-08T22:51:39.0000000","0:00:54","Google Chrome"
"How can XGBoost support natively categories? | by Saupin Guillaume | Mar, 2023 | Towards Data Science - Google Chrome","2023-05-08T22:51:39.0000000","2023-05-08T22:52:35.0000000","0:00:56","Google Chrome"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T22:52:35.0000000","2023-05-08T22:52:51.0000000","0:00:16","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T22:52:51.0000000","2023-05-08T22:53:39.0000000","0:00:48","RStudio"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T22:53:39.0000000","2023-05-08T22:53:49.0000000","0:00:10","Google Chrome"
"xgboost for time series in r - Buscar con Google - Google Chrome","2023-05-08T22:53:49.0000000","2023-05-08T22:53:58.0000000","0:00:09","Google Chrome"
"machine learning for time series in r - Buscar con Google - Google Chrome","2023-05-08T22:53:58.0000000","2023-05-08T22:54:19.0000000","0:00:21","Google Chrome"
"Machine Learning for Time Series Data in R | Pluralsight - Google Chrome","2023-05-08T22:54:19.0000000","2023-05-08T22:55:12.0000000","0:00:53","Google Chrome"
"machine learning for time series in r - Buscar con Google - Google Chrome","2023-05-08T22:55:12.0000000","2023-05-08T22:56:47.0000000","0:01:35","Google Chrome"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T22:56:47.0000000","2023-05-08T22:56:57.0000000","0:00:10","Google Chrome"
"Time Series Analysis | Time Series Modeling In R - Google Chrome","2023-05-08T22:56:57.0000000","2023-05-08T22:57:54.0000000","0:00:57","Google Chrome"
"How can XGBoost support natively categories? | by Saupin Guillaume | Mar, 2023 | Towards Data Science - Google Chrome","2023-05-08T22:57:54.0000000","2023-05-08T22:57:59.0000000","0:00:05","Google Chrome"
"How can XGBoost support natively categories? | by Saupin Guillaume | Mar, 2023 | Towards Data Science - Google Chrome","2023-05-08T22:57:59.0000000","2023-05-08T22:58:12.0000000","0:00:13","Google Chrome"
"xgboost with factor - Buscar con Google - Google Chrome","2023-05-08T22:58:12.0000000","2023-05-08T22:58:23.0000000","0:00:11","Google Chrome"
"Understand your dataset with XGBoost - Google Chrome","2023-05-08T22:58:23.0000000","2023-05-08T22:59:50.0000000","0:01:27","Google Chrome"
"xgboost with factor - Buscar con Google - Google Chrome","2023-05-08T22:59:50.0000000","2023-05-08T23:00:04.0000000","0:00:14","Google Chrome"
"xgboost with factoc wih more than 10 levels - Buscar con Google - Google Chrome","2023-05-08T23:00:04.0000000","2023-05-08T23:00:36.0000000","0:00:32","Google Chrome"
"XGBoost: Everything You Need to Know - Google Chrome","2023-05-08T23:00:36.0000000","2023-05-08T23:01:47.0000000","0:01:11","Google Chrome"
"XGBoost: Everything You Need to Know - Google Chrome","2023-05-08T23:01:47.0000000","2023-05-08T23:02:07.0000000","0:00:20","Google Chrome"
"best machine learning method for factor variable with many levels - Buscar con Google - Google Chrome","2023-05-08T23:02:07.0000000","2023-05-08T23:03:02.0000000","0:00:55","Google Chrome"
"classification - Categorical variables with too many levels in machine learning - Cross Validated - Google Chrome","2023-05-08T23:03:02.0000000","2023-05-08T23:04:04.0000000","0:01:02","Google Chrome"
"How to Tune the Number and Size of Decision Trees with XGBoost in Python - MachineLearningMastery.com - Google Chrome","2023-05-08T23:04:04.0000000","2023-05-08T23:04:12.0000000","0:00:08","Google Chrome"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T23:04:12.0000000","2023-05-08T23:04:18.0000000","0:00:06","Google Chrome"
"classification - Categorical variables with too many levels in machine learning - Cross Validated - Google Chrome","2023-05-08T23:04:18.0000000","2023-05-08T23:04:28.0000000","0:00:10","Google Chrome"
"classification - Categorical variables with too many levels in machine learning - Cross Validated - Google Chrome","2023-05-08T23:04:28.0000000","2023-05-08T23:07:25.0000000","0:02:57","Google Chrome"
"xgboost dumies for categoriacal data - Buscar con Google - Google Chrome","2023-05-08T23:07:25.0000000","2023-05-08T23:07:56.0000000","0:00:31","Google Chrome"
"How does XGBoost handle categorical data? - Quora - Google Chrome","2023-05-08T23:07:56.0000000","2023-05-08T23:08:07.0000000","0:00:11","Google Chrome"
"xgboost dumies for categoriacal data - Buscar con Google - Google Chrome","2023-05-08T23:08:07.0000000","2023-05-08T23:08:24.0000000","0:00:17","Google Chrome"
"Xgboost with Different Categorical Encoding Methods | by Xia Song | Medium - Google Chrome","2023-05-08T23:08:24.0000000","2023-05-08T23:10:37.0000000","0:02:13","Google Chrome"
"Xgboost with one-hot encoding for categorical variable in r - Buscar con Google - Google Chrome","2023-05-08T23:10:37.0000000","2023-05-08T23:10:57.0000000","0:00:20","Google Chrome"
"XGboost with one-hot-encoding - (R) | Kaggle - Google Chrome","2023-05-08T23:10:57.0000000","2023-05-08T23:13:16.0000000","0:02:19","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T23:13:16.0000000","2023-05-08T23:21:15.0000000","0:07:59","RStudio"
"XGboost with one-hot-encoding - (R) | Kaggle - Google Chrome","2023-05-08T23:21:15.0000000","2023-05-08T23:21:43.0000000","0:00:28","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T23:21:43.0000000","2023-05-08T23:22:05.0000000","0:00:22","RStudio"
"XGboost with one-hot-encoding - (R) | Kaggle - Google Chrome","2023-05-08T23:22:05.0000000","2023-05-08T23:22:28.0000000","0:00:23","Google Chrome"
"Do we need to apply one-hot encoding to use xgboost? - Quora - Google Chrome","2023-05-08T23:22:28.0000000","2023-05-08T23:23:20.0000000","0:00:52","Google Chrome"
"R: Fitting Negative Binomial GLMMs - Google Chrome","2023-05-08T23:23:20.0000000","2023-05-08T23:23:27.0000000","0:00:07","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-08T23:23:27.0000000","2023-05-08T23:23:32.0000000","0:00:05","Google Chrome"
"New chat - Google Chrome","2023-05-08T23:23:32.0000000","2023-05-08T23:24:33.0000000","0:01:01","Google Chrome"
"Crear variables dummy en R. - Google Chrome","2023-05-08T23:24:33.0000000","2023-05-08T23:25:00.0000000","0:00:27","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T23:25:00.0000000","2023-05-08T23:25:41.0000000","0:00:41","RStudio"
"Crear variables dummy en R. - Google Chrome","2023-05-08T23:25:41.0000000","2023-05-08T23:25:47.0000000","0:00:06","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T23:25:47.0000000","2023-05-08T23:26:10.0000000","0:00:23","RStudio"
"Crear variables dummy en R. - Google Chrome","2023-05-08T23:26:10.0000000","2023-05-08T23:26:16.0000000","0:00:06","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T23:26:16.0000000","2023-05-08T23:32:13.0000000","0:05:57","RStudio"
"Understand your dataset with XGBoost - Google Chrome","2023-05-08T23:32:13.0000000","2023-05-08T23:32:55.0000000","0:00:42","Google Chrome"
"Understand your dataset with XGBoost - Google Chrome","2023-05-08T23:32:55.0000000","2023-05-08T23:33:07.0000000","0:00:12","Google Chrome"
"https://stackoverflow.com/questions/46031968/how-to-select-quoted-columns-with-with-vector-as-input-using-dplyr - Google Chrome","2023-05-08T23:33:07.0000000","2023-05-08T23:33:12.0000000","0:00:05","Google Chrome"
"r - How to select quoted columns with with vector as input using dplyr - Stack Overflow - Google Chrome","2023-05-08T23:33:12.0000000","2023-05-08T23:33:38.0000000","0:00:26","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T23:33:38.0000000","2023-05-08T23:36:58.0000000","0:03:20","RStudio"
"r - How to select quoted columns with with vector as input using dplyr - Stack Overflow - Google Chrome","2023-05-08T23:36:58.0000000","2023-05-08T23:37:08.0000000","0:00:10","Google Chrome"
"r dplyr select columns from vector - Buscar con Google - Google Chrome","2023-05-08T23:37:08.0000000","2023-05-08T23:37:18.0000000","0:00:10","Google Chrome"
"Select columns by vector of names using dplyr - Google Chrome","2023-05-08T23:37:18.0000000","2023-05-08T23:37:51.0000000","0:00:33","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T23:37:51.0000000","2023-05-08T23:41:13.0000000","0:03:22","RStudio"
"Select columns by vector of names using dplyr - Google Chrome","2023-05-08T23:41:13.0000000","2023-05-08T23:41:20.0000000","0:00:07","Google Chrome"
"r list colmanes in vector r - Buscar con Google - Google Chrome","2023-05-08T23:41:20.0000000","2023-05-08T23:41:28.0000000","0:00:08","Google Chrome"
"r - Extract column name to vector by calling the column name - Stack Overflow - Google Chrome","2023-05-08T23:41:28.0000000","2023-05-08T23:41:42.0000000","0:00:14","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T23:41:42.0000000","2023-05-08T23:44:17.0000000","0:02:35","RStudio"
"r - Extract column name to vector by calling the column name - Stack Overflow - Google Chrome","2023-05-08T23:44:17.0000000","2023-05-08T23:44:22.0000000","0:00:05","Google Chrome"
"Xgboost with one-hot encoding for categorical variable in r - Buscar con Google - Google Chrome","2023-05-08T23:44:22.0000000","2023-05-08T23:44:27.0000000","0:00:05","Google Chrome"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T23:44:27.0000000","2023-05-08T23:44:33.0000000","0:00:06","Google Chrome"
"Do we need to apply one-hot encoding to use xgboost? - Quora - Google Chrome","2023-05-08T23:44:33.0000000","2023-05-08T23:44:38.0000000","0:00:05","Google Chrome"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T23:44:38.0000000","2023-05-08T23:45:07.0000000","0:00:29","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T23:45:07.0000000","2023-05-08T23:45:51.0000000","0:00:44","RStudio"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T23:45:51.0000000","2023-05-08T23:46:41.0000000","0:00:50","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T23:46:41.0000000","2023-05-08T23:48:49.0000000","0:02:08","RStudio"
"xgboost time series forecast in R – Data Side of Life - Google Chrome","2023-05-08T23:48:49.0000000","2023-05-08T23:49:06.0000000","0:00:17","Google Chrome"
"Crear variables dummy en R. - Google Chrome","2023-05-08T23:49:06.0000000","2023-05-08T23:49:28.0000000","0:00:22","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T23:49:28.0000000","2023-05-08T23:49:34.0000000","0:00:06","RStudio"
"Crear variables dummy en R. - Google Chrome","2023-05-08T23:49:34.0000000","2023-05-08T23:50:10.0000000","0:00:36","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-08T23:50:10.0000000","2023-05-08T23:51:48.0000000","0:01:38","RStudio"
